,sentiment,content
3208,0,jasondjkim knowwww cant deal life
3209,0,yawnnnnn slight headache n hangover grrr
3210,1,enjoying cup chicken soup
3211,1,holly lol too going am easy used
3212,0,kurtismarsh far go unless prize million know win
3213,0,noiselesssound heard regina girl song le deux think u should have come back mc miss u
3214,0,goodbye hurt
3215,0,back garden time foot hurt
3216,0,work do wrist hurt much it
3217,1,tiernandouieb oh gosh hope so fun
3218,0,neeeeed plan one hang tomorrow booo
3219,0,plus janessa hurt feeling
3220,0,wow got killed first wave horde gear fail
3221,0,http twitpic com q so i pe pocket artoo
3222,1,got done turning pre final project computer animation class final due tues class week
3223,0,saying goodbye good trusted friend today goodbye free sky tv best friend anyone could had
3224,0,jason inc sound good still like friday although mean go work tomarrow
3225,0,unopened pack goat cheese starin face starving din til
3226,0,car car car i need one ha ha one found last night wanted bad sold
3227,0,dammit forgot go canvas shopping today
3228,1,trying shop online wi could find seven haha
3229,0,jenhp bummer get book signed sigh
3230,1,officialtila tilaaa make feel special haha hater day
3231,1,jasonmitchener yes sir i acquired master art christian ministry a loooooong journey completed today so thankful
3232,0,even nooooo secret namerebecca please
3233,0,powerdvd want play pushing daisy dvd want screenies make icon with copy protection gone bonkers
3234,0,citycynic lol target employee forbid place usually go buy like everything along commenting
3235,0,etsy never noticed right guess that s heart always dreaming travel
3236,0,upset left phone home
3237,1,may th you happy star war day twirp rofl
3238,1,macbook inviting friend twitter happy mother day
3239,1,krystalnichole pretty good think overdid gym yesterday working
3240,1,wearing quot purple passion quot opi absolutely love it
3241,1,dynamomagician dude awesome
3242,1,word minute speech s teen movie due wednesday blah blah can t wait glenn ball
3243,0,damm it get pic niamh d glass
3244,1,ever pointless argument drunk mum drunk nan drunk mum bf dinner have fun time round hahah
3245,0,miss everyone need face witty situational update do
3246,0,mrmarcusx jst wednesday
3247,0,no keyboard cat is ha dead year play off keyboard cat
3248,1,darrylep busy yes but always am hope great time traveling go welcome back
3249,1,death cab cutie slouchy barets good way start day
3250,1,hopefully going back work tomorrow tired flu beside love working child fun play with
3251,0,drum made people set so give back
3252,1,leehongrui hahaha ok hire mom paiseh haha shall washing
3253,1,mother s day family dinner rainy sunday night
3254,1,cheekykerri defo can t wait nice afternoon music
3255,0,bit dump today awful day maybe good time write song y
3256,1,bbelle yeah knew link completely amazing sings phantom
3257,0,tinpanalley sorry bro that s rough
3258,1,utterhip u r welcome pal u truly deserve followed
3259,1,yay able make update tonight lame compared ppls know lol
3260,0,going happen one day feel girl mum
3261,1,hilaryjp sun
3262,0,feel sick like wanna get bed bothered go work turn da light off pull da shade n tv type sick
3263,1,say new layout cute x see cuties hahahah http plurk com p suqp
3264,0,need cheering
3265,0,sucky day far hope get better
3266,1,keepinupwkris hope great day tomorrow happy mother day let u know
3267,0,bad day office horrendous mood national act like idiotic buffoon day today no one bothered tell me
3268,1,downloaded twitterberry life even convenient
3269,1,oh northern downpour radio mean cd anything normal radio station woohoo
3270,1,going get as gear brekkie make start kitchen woo bbq later good time
3271,1,timen great idea
3272,1,maybe cell phone soon yeah
3273,0,thedailyshow week
3274,0,renagades great day rain keep may go swimming instead dining
3275,1,jonasobsessedx thanxxx message wanna leave bye
3276,1,ipat hmm idk song
3277,1,alicedric can t wait it love script honestly future career script writer stock twit
3278,0,sunglass broke
3279,0,saynerd ericajo grr stupid meebo disconnecting every second
3280,0,cameronmarion one even liked answer life last night pshh
3281,0,downside getting tdl day early time read til next week anyway still hurrah clutch close
3282,1,interesting show say least recap tomorrow first must sleep work am
3283,1,chatting old classmate hellyeah fun weird conversation haha dyankaaa hello bbm lo error ya
3284,0,missed britain got talent gutted
3285,0,rvds dammit wanted ask someone might shooting cant remember name
3286,1,ouvindo quot the wonder dream quot melhor banda mundo que nunca existiu pra comeï¿½ar bem dia
3287,0,gonna sound really sad amp depressing really really miss uncle sam
3288,0,codelust prolificd caught lunch today correct stalking
3289,0,denial moving van parked block away
3290,0,theroser miss much o
3291,1,hahaha yeah see that can t twitter back
3292,1,so finally got twitter let s hope make good use site
3293,1,sha fcp macbook pro buddy now
3294,1,lol woow okay big deal
3295,1,brooklyn suppose sleep in i ll call ladybug
3296,0,waaa octo drive can t go
3297,0,drag hell soundtrack christopher young delayed june nd july that s suck pretty bad
3298,1,gay emo zac good morning france zaccie
3299,1,sleeping rest day busy however got spend last favorite babysittee the kid great
3300,1,craving king sized snicker
3301,0,need hug joe jonas
3302,1,gooooooood morning camper happy mother s day
3303,0,guttered ruby got eliminated nzntm supporting local haha hosanna better win
3304,1,grecia mood amp party wanna see lol going fershure
3305,0,lisabernart great meet you thanks use umbrella i hope ate got sleep
3306,1,great night friend
3307,0,computer slooowww morning think sign go home play yard
3308,1,ima go sleep now good night dnt let bed bug bite haha
3309,1,time low mean fucking much me hope get see june would awesome gaskarth amazing
3310,1,ashgen sound good can t wait
3311,1,seen star trek guy can t spoil seen it go go now
3312,1,newyorkchica understood pre coffee tweet good
3313,0,kerlikoiv familiar sorry feeling way
3314,1,mileycyrus hi eunice kyna huge fan yours can t wait next album
3315,1,dannnnnniiiie lol brandy mr whisker
3316,0,found can t drink bar booo missing e palomino s cheer sad face
3317,1,homework going bed leave tomorrow morning work wont till
3318,0,thisisbenwood wanna go see edinburgh happen though haha yir lucky funnnn xxx
3319,0,much disappointed angel demon movie shame great book
3320,0,quot shipping amp handleing quot soooo expensive entire order ordering yet
3321,1,jennywoo bbq chicken pizza last night although deep dish glad hear fun p r
3322,1,rosewindale itsurely dear posted presentation swine flu yest got downloads day i feel great
3323,1,theonlysv haha nuu solo qoincideencia en seriooo
3324,0,wish mum spent forever talking could call kiera later gt lt much time left though
3325,1,aquapunk mintyfresh thanks much
3326,0,veronica oh noooo suck reschedule another show
3327,1,fun night bekah talkin stuff wuv
3328,1,relaxing night home best people
3329,0,checking ciege cagalawan s s s collection regretting see collection tonight got invite
3330,1,chierinagase mm film usually handled fuji oh met girl san diego kwento soon miss youuu
3331,1,devyra lol always make happy promise won t lol silly late friend
3332,0,icecream truck never come house
3333,0,hummmmm ohh miss much really hope nice friend like u
3334,0,gfalcone ino o near cry sometimes forget actually live tv am talkin sme thing sxxxx
3335,0,want buy great album unfortunately dont hav enuff fund quot long time noisy quot
3336,0,feeling fab today missing boo
3337,1,excited home finally week weekend people know
3338,0,lulu s put scottish accent britain got talent make sad scottish coz falconer dont play accent
3339,0,mitchelmusso im sad cant go make sad
3340,1,d group saturday s little bit football hour nap hour soccer basketball tsu yogurtland life s good
3341,0,pay sale tax great even worse mom pop business double pay business license
3342,0,joeburkel look like dialed lot payed attention small important detail gameplay still blood tho
3343,1,plan take nap yea still feeling last night go watch lakers game smwhere fun looking like nap
3344,1,packing trip ascari track thank bacardi
3345,1,rx nice submit failblog org
3346,1,rafikakikukeko couuuurse fika pray thes best then
3347,1,musicalmover shotbeak got grubby paw live recording paramore hear better chocolate
3348,1,mintyboi smack head
3349,0,friend s son got visit daddy yr denied cuz daddy lost job amp could pay ton support kid want parent
3350,0,miss friend
3351,0,want go swimming
3352,1,michellephant nice stay long got hotel room
3353,0,billbathgate im doofus could happen wahhh im break
3354,0,headache
3355,0,nigs ah month sure advanced biased seem grow faster day sound old
3356,1,jeff right call duty pwns gotta figure xtra copy wolvarine bought earlier week
3357,0,unclecreepy cont bastardized version french fun believe me
3358,1,quite sure ace cake are gosh tired loved bride war fun night
3359,0,also think talking now okay need get bed btw miss brother
3360,1,naizhao picture tell u surrounded adorable child hehe
3361,0,burned tongue workkkkkkkkkkkkkkkkk
3362,1,steffaniyu haha see go wear blue heey ur watching jonas hahaha watched ep yet hope show soon p
3363,1,one final down two go
3364,1,always thinking look good place appericiate everyone support every site joined
3365,0,mbulatao oh no hope baad tell mya hope get better soon
3366,0,indysawhney seems like u r pushing wcm site really cant beleive pro havent heard joomla drupal
3367,1,bingofuel yes see carywilliams tonight delicious dinner chef geoff chez a lo g mo hope see pre departure
3368,0,angrily told extemely abusive mentally emotionally amp physically made day nightss
3369,1,love laughter creativity
3370,1,yay me good com final needa step next semester forsure tho distraction
3371,1,jerzicua say met all awesomest people bunch them
3372,0,person online msn feel lonely
3373,1,home stretch now friday night piss drunk finished exam
